id_resto,amount_pictures,average_price,features,description
206,32,$$ ($20 to $30),,"A lot of people asked me: Why Bananier ? Here is the story...  Have you ever smelled a steamed banana leaf? This unique scent will forever embody a flurry of my childhood memories, instantly unlocking flashbacks of the beautiful Asian continent, its unique dishes, vibrant market stalls, and trendy restaurants. Growing up, this same sweet leafy aroma led me to the kitchen, intrigued by my Ba Noi’s (grandmother's) culinary concoctions. A family passion for cooking passed on from generation to generation, my father introduced me to Thai flavor, technique, and creativity. Soon after, my parents guided me through the entrepreneurial challenges of their own restaurants, L'Escale a Bangkok and Red Thai, from staffing to sourcing, and from plating to customer journey.  Twenty more years alongside our city’s most amazing cooks and restaurateurs, inspired by childhood recipes and my own, I finally bring you ""Bananier Resto-Bar""!  You'll be able to find me in the front hall, running in and out of the kitchen. You'll also catch a glimpse of Papa Ngoc and Mama Ly in the kitchen.show more"
207,31,"$$ ($20 to $30), $$$ ($30 to $45)",,"Our family is proud to share our passion with you. From generation to generation, La Campagnola has never stopped growing and refining itself.La Campagnola first started in 1981 as a small Deli in the area, then in 1995, became a more popular sandwich shop (Camps), to later transform itself into a Bring Your Own Wine restaurant in 1999 with recognized homemade specialties throughout Montreal. In 2009, we decided to start aging quality canadian beef to add to our menu.Living in a changing world, the kitchen must follow this wave of change and renewal, so in 2018 we push our limits and standards to make you discover our new culinary experience of Italian Steakhouse, without forgetting our authentic tasty dishes. Through all these years, our priority is to make our customers have a unique experience every time. Your satisfaction is very important to us. Thank you to all our dedicated food lovers for your continuous encouragement. Dino, Joe and La Campagnola TeamLa Campagnola also offers private rooms and a catering service.show more"
208,27,"$$ ($20 to $30), $$$ ($30 to $45)",,"We are now located in a new strip mall at the corner of boulevard St-Charles and Highway 40 called Piazza Azzurri. Enjoy authentic Italian cuisine at Mundo Trattoria right in Montreal. We offer a wide variety of fine Italian cuisine: pasta, lamb, veal, seafood with our signature weekly Table d'Hôte offered during lunch and dinner that will surely please any taste buds. The service is always impeccable and the food is always delicious. Mundo Trattoria`s rustic decor gives the distinct impression of being in a genuine trattoria somewhere in the Italian countryside. We hope you will find any information you need on our website. Be sure to check our events page for upcoming special events and celebrations! Our weekly Table d'Hôte is also updated every week with our finest new creations for you to savour. The owners base their daily menus on the freshest and most interesting food they've been able to obtain on the market. Mundo Trattoria is also available for a full restaurant reservation to cater to your party or special event.show more"
209,18,"$ (less than $20), $$ ($20 to $30)",,"DAWAT has built a name for itself catering for weddings over the years, we have now opened up a take-out restaurant for all to enjoy :) DAWAT mission is to bring you quality food at a low price. By cutting out most overhead costs and buying in bulk, we guarantee the best bang for you hard earned buck.show more"
210,48,"$ (less than $20), $$ ($20 to $30)",,"Pacini in Rosemère is both beautiful and spacious with a chic and modern atmosphere. It is perfect for a family outing or for any other occasion. It appeals to both adults and children, with its all you can Bread Bar and bottled water always available. The wine selection is very interesting. Sometimes, you can sample a wine offered on promotion during a wine tasting event. Healthy food a varied and a tasty menu. An outstanding team that is always attentive to its customers. They will advise you with skill and courtesy on a wide range of products that are ready to be discovered and take-out. You will have an amazing choice!show more"
211,3,"$ (less than $20), $$ ($20 to $30)",,"Tomato Basilic is an unpretentious home cooking, focused on the quality of its ingredients and its preparation. It's also a warm place, a friendly atmosphere and a service that meets your expectations. Recognized for its excellent quality / price ratio, it is a place to discover and adopt.show more"
212,23,$$$ ($30 to $45),,"The French cuisine restaurant Tandem is located in Verchères on the South Shore of Montreal.
A fine cuisine signed Pascal Turgeon who will work with passion the products of his garden. "" From the ground to the plate with honest, sincere and intuitive French-Quebec inspired cuisine! Tandem is the new place on the South Shore where we serve food and drinks! A beautiful open kitchen facing the chef for beautiful gourmet evenings.
A beautiful menu that will charm the gourmets of the greater Montreal region and the South Shore. Tandem is only 15 minutes from Boucherville.
A wine list that will perfectly accompany the fine cuisine of Le Tandem, Sophisticated bottles combining the great classics with natural wine! A card that makes us travel and the agreements are finely tied.
Tandem is THE favorite restaurant on the South Shore and people from Montreal don't hesitate to cross bridges to get there. Reservations are strongly recommended.show more"
213,15,"$ (less than $20), $$ ($20 to $30)",,"Want to take a culinary journey to Vietnam or Thailand... come to La Perle Noire. La Perle Noire offers delicious Thai and Vietnamese cuisine. The room is great, very neat decoration. The restaurant is very family friendly, people come to share a good time together with friends, exchanging dishes in the good traditional Asian way.  The dishes are generous and a very good value for your money. You'll find delicious specialties such as grilled squid, grilled beef and many others...! Also try their delicious soups, nothing better than a good Vietnamese or Thai soup...  Fans of traditional Vietnamese/Thai cuisine and large family tables where it's fine to share food will not regret it here! A discreet and friendly service, a gourmet cuisine and a relaxed atmosphere, that's La Perle Noire!show more"
214,18,"$$ ($20 to $30), $$$ ($30 to $45)",,"Located in the heart of Centropolis and the city of Laval, Balthazar is the newest must-go-to location for your outings.   Specialized in Quebec microbrewery, we possess over 65 different beers, allowing you to experience extraordinary tastes and will give you the feeling you travelled across this beautiful province of ours. Our menu, inspired by our beers, will not only appeal to the ones with a fine pallet but also to those who love to eat. Our laid-back and warm atmosphere makes Balthazar the perfect place to catch up with friends.  Monday to Friday: This place is very appreciated for its Happy Hours (4 to 7) and its parties. People of all ages come together to create a friendly atmosphere.show more"
215,8,$ (less than $20),,Don’t miss the chance to try our best sandwiches along with our fresh juice.show more
216,24,"$$$ ($30 to $45), $$$$ (over $45)",,"The Bidon Taverne Culinaire evokes the perfect place to enjoy Montreal bistronomy in the heart of Sainte-Julie.  With its inventive and refined accents, Le Bidon invites you to a different and stimulating gastronomic experience.  Headed by our new executive chef, Bianca Rousseau, our kitchen is full of ardent talents.  Our manager/sommelière-advisor Valérie Cadieux, will be delighted to guide you through our unique choices of privately imported wines.  Great care is taken with our menu as well as our “off-menu”, traveling through a range of organic, biodynamic and natural wines, from the accessible to the most upscale.  The room team and the kitchen team combine harmoniously to offer you the absolute experience combining bistronomy and sommellerie.show more"
